Unnamed: 0,text,original_label,label_auto,confidence
19310,"Although I'm not crazy about musicals, COVER GIRL is a delight for classic movie buffs and especially for fans of Rita Hayworth and Gene Kelly. The film may be dated by today's standards and the story and songs may be nothing special, but the musical numbers are magnificently staged and there's a terrific cast to go with the film. Plus, the film is a worthy introduction for fans of Rita Hayworth...she's simply breathtaking in glorious Technicolor.<br /><br />Despite Jerome Kern's collaboration with the film, his music here is nowhere near as special or memorable as his songs in SWING TIME (1936), yet the songs serve the film well. The dancing is nothing short of excellent, especially coming from Gene Kelly's solo number and my favorite musical number, ""Alter-Ego Dance."" The amusing Phil Silvers nearly steals the film as Kelly's partner. Otto Kruger, Eve Arden, and Edward Brophy give good performances in their dramatic supporting roles. And Rita plays a sweet, charming girl here; a role that's a far cry from her femme fatale babes in films like BLOOD AND SAND (1941).<br /><br />All in all, this is a delightful film that's worth watching even if you're not big on musicals. Yet the film's music could have been more memorable if only my favorite period songwriters, Irving Berlin or Cole Porter, wrote the songs for this film. However, it's the glorious Technicolor cinematography and the imaginative dancing that are the real treats of the film's production.<br /><br />While I was watching Rita Hayworth do her stuff, I don't think I've ever seen a more beautiful or graceful redhead dance on the screen since I saw Moira Shearer in Michael Powell's masterpiece, THE RED SHOES (1948). Just watch Rita in COVER GIRL and fall in love with her.",1,positive,0.85
34599,"After Harry Reems' teenage girlfriend is raped by Zebbedy Colt (The Night-Walker), Reems becomes despondent and consoles himself by having sex with some lesbians. Meanwhile, Colt, who carries a cane and dresses like a magician, rapes some more women. Eventually, Reems decides to track him down and end his crime spree. Despite being shot on film and marginally nasty, it looks like any other 70's porno and is ineptly executed. The rape/abuse scenes are surprisingly restrained and the attempt to cash in on ""Death Wish"" is laughable. R. Bolla (""Cannibal Holocaust"") plays a cop. Colt, who is usually over-the-top, wigs out in a couple of scenes, but he's too well behaved for my money. This roughie could have been much rougher.",0,negative,0.85
17070,"""More"" is yet another addition into the countless pile of 60's druggie, trippy junk. Avoid at all cost. Terrible acting, equally moribund script. The only thing to enjoy is Pink Floyd's wonderful soundtrack, which is too good for stereotypical waste like this.",0,negative,0.95
48090,"Odious Chuck Norris decided to put one final nail in the coffin<br /><br />containing his film career before going to the safe world of CBS<br /><br />Saturday night carnage with this hysterically bad supernatural<br /><br />actioner.<br /><br />For such a dumb movie this thing sure is plotty. Norris is Chicago<br /><br />cop Frank Shatter. First off, what kind of last name is ""Shatter""?<br /><br />Have you ever met any Shatters? Genforum.com has no listing for<br /><br />the last name Shatter, which opens up any half clever viewer to<br /><br />replace the ""a"" in Shatter with an ""i."" He and his partner, Calvin<br /><br />Jackson, do the same old buddy cop routine you have seen<br /><br />before: make funny with the pimps, and make their captain mad.<br /><br />Jackson, looking like the theoretical love child of Whoopi Goldberg<br /><br />and Rick James, quickly wears on the nerves with his constant<br /><br />complaining and Eddie Murphy-patented facial expressions.<br /><br />Shatter and Calvin become involved with an emissary of Satan,<br /><br />whom we are introduced to in the too long opening scenes.<br /><br />Prosatano is a demon who is locked in a crypt by King Richard the<br /><br />Lionhearted. The demon's scepter, from which he gets his power,<br /><br />is busted into nine pieces and hid in nine different parts of the<br /><br />world by holy men. In 1951, some grave robbers accidentally let<br /><br />Prosatano out and he begins collecting the nine pieces. He<br /><br />disguises himself as an antiquities professor named Lockley and<br /><br />always happens to be giving a lecture where a holy man is killed<br /><br />and a piece of the scepter is taken.<br /><br />Norris brings in his ""Walker: Texas Blunder"" cohort Sheree Wilson,<br /><br />who plays Lockley's assistant. She helps Norris with his<br /><br />investigation, they make goo goo eyes at each other, and our<br /><br />intrepid investigators travel to Israel after a rabbi is killed in<br /><br />Chicago. While in Israel, Calvin is given even more to complain<br /><br />about: the heat, the lack of restaurant accomodations, the lousy<br /><br />drivers, and the fact that he is missing the Chicago Bulls playoff<br /><br />games. Norris even manages to work a cute Israeli kid into this<br /><br />nightmare. Bezi steals Calvin's wallet, and hangs around the men,<br /><br />leading them around Israel and not arousing any sort of<br /><br />appropriate suspicion.<br /><br />Eventually, Lockley (Prosatano) assembles all of the scepter<br /><br />pieces, but needs the blood of royalty to complete the ceremony<br /><br />and call up the devil. Where to find royal blood? Well, Sheree's<br /><br />father is a duke! She has an American accent but she is the<br /><br />screenwriters' convenient method of forcing this monstrosity<br /><br />toward its inevitable conclusion. Sure, this minion of Satan may<br /><br />have killed countless hundreds over the years, but how is he<br /><br />gonna do against a good old fashioned American butt kickin'?<br /><br />After Prosatano has been vanquished, killed by his own scepter (I<br /><br />envied him, he did not have to watch Bezi steal Calvin's wallet<br /><br />again), we are treated to an awful coda involving a bearded man<br /><br />who has been watching Shutter, I mean Shatter, and Calvin on<br /><br />their quest. You see, it was foretold...somewhere...that two<br /><br />warriors from the west would defeat Prosatano. The silent<br /><br />bearded man who watched over the couple was none other than<br /><br />Jesus...I kid you not. He is listed as ""Prophet"" in the end credits,<br /><br />but you and even your pets will recognize the subtle Christian<br /><br />reference the film makers are trying to exhibit here.<br /><br />Like in ""I Use a Walker: Texas Ranger,"" Norris is aging and cannot<br /><br />get into his fight scenes too much anymore. He kicks a lot, and<br /><br />people fly over furniture in slow motion, and then Norris gives all of<br /><br />his line readings in that monotone voice of his. Oh, what a real<br /><br />director might be able to fashion out of him! His brother, Aaron,<br /><br />who has directed him in other films as well, has no sense of story<br /><br />or momentum. Scenes are thrown in for ego's sake, not to<br /><br />entertain. The scenes when the dynamic duo first meet Bezi drag<br /><br />on and on, and then Bezi is not all that important to the rest of the<br /><br />film.<br /><br />The film was shot on location in Israel, which means the<br /><br />Americans could insult the Israelis in person. There is not one<br /><br />likeable Israeli character here. The Israeli police captain is a jerk.<br /><br />The cops' driver does not know English, and Calvin convinces him<br /><br />that the word ""sh*tty"" is a compliment. Nothing funnier than<br /><br />mocking those stupid foreigners on their home turf, especially<br /><br />when all this racist humor is coming from an American minority<br /><br />who would have been more than offended if the tables were turned<br /><br />and the Israeli cop was mocking the African-American cop in<br /><br />Chicago.<br /><br />This film is badly written, badly acted, and badly directed. It does<br /><br />not work as action, cop drama, or even horror. It just shows that<br /><br />the now defunct Cannon Studios was willing to throw their money<br /><br />into anything, no matter how badly it was planned. ""Hellbound"" is<br /><br />surely a most adequate title. I disliked this movie intensely.<br /><br />This is rated (R) for physical violence, gun violence, strong<br /><br />profanity, some sexual references, and some adult situations.<br /><br />",0,negative,0.95
26843,"In the ever growing film genre of comic book adaptations, Blade is by far one of the best realised, and most faithful (overall) to the source material.... given that the character has almost 30 years of history in the comics since his debut as a back up figure in Marvel's Tomb of Dracula, the writer took almost ALL of the characters and plot elements from the comic's history. While changes were inevitably made, the finer points of the film steamroll right over any criticisms. Don't let any of you friends tell you different: Blade is one fine film. If it feels too ""comic booky"" for you Stanley Kubrick snobs out there, it's because it's supposed to. Deal with it, but don't dis it for it.",1,positive,0.95
32634,"""Distant"" is a slice-of-Turkish-life flick which follows the mundane activities of two adult male cousins; one a photographer and the other an unemployed underachiever. There's little doubt that auteur Nuri Bilge Ceylan is a work in progress with considerable talent. However, this little foreign minimalistic arty dramady is so full of empty filler and so devoid of story or anything engaging or provocative that it will likely appeal to only the most avid devotees of cinema and mainstream audiences should look elsewhere. I personally grew quickly bored with the slow pace of the film and found myself fast-forwarding through the empty spaces - and there are many - between dialogue, plot development, and denouement. ""Distant"" is a very nicely done bit of esoterica. (B-)",1,negative,0.85
24581,"I saw The Big Bad Swim at the 2006 Temecula film festival, and was totally caught off guard by how much I was drawn into it.<br /><br />The film centers around the lives of a group of people taking an adult swim class for various reasons. A humorous idea in its own right, the class serves as a catalyst for greater changes in the students' lives.<br /><br />What surprised me about the film was how real it felt. Rarely in ensemble pieces are characters treated so well. I enjoyed the scenes in the class immensely, and the drama that took place outside was very poignant. Nothing seemed out of place or out of character, and ultimately it left a very strong feeling, much like attending school or summer camp - where you find fast friends, form strong bonds, and make discoveries about yourself, yet have to depart all too soon.<br /><br />My only complaint was that the character of Paula had a very strong and unusual introduction, which made you want to know a little more about her than was ultimately revealed. I suppose you don't get to meet everyone in class, though...<br /><br />Aside from this, I found the film very well-rounded and quite enjoyable. See it if you get the opportunity.",1,positive,0.95
11703,"Even though it has one of the standard ""Revenge Price Plots,"" this film is my favorite of Vincent Price's work. Gallico has that quality that is missing in so many horror film characters- likeability. When you watch it, you feel for him, you feel his frustration, the injustices against him, and you cheer him on when he goes for vengeance, even though he frightens you a little with his original fury. As the film goes on, his character becomes tragic. He's committed his murder, but now he must kill to cover that up. And again to cover that one up. And again... your stomach sinks with his soul as it goes down its spiral- like watching a beloved brother turn into a hood. Even if the revenge story is of old, the plot devices themselves are original- Gallico uses his tricks to kill in more and more inventive ways. A shame this one isn't available for home veiwing.",1,positive,0.95
26249,"Why are there no good reviews? Because this film is hysterically bad.<br /><br />Set in a Japanese prison camp in World War II, we have Jim Brown as the hero who puts up with a hysterically unbelievable racist officer, and just as hysterical is the way the Japanese officers brown nose Jim Brown's character.<br /><br />This is probably the worst film any of these actors ever did. Stereotypes not only abound, but they dominate this film. The sixties-seventies music may be the best thing about the film, maybe because it has nothing to do with the film.<br /><br />This is even difficult to sit back and enjoy as mindless fun. This film is even more racist than the message of racism it tries to deliver. And believe me, I was alive in the seventies, and we thought crap like this was just as stupid then. It was never popular.",0,negative,0.95
5885,"what kind of sh*t is this? Power rangers vs Freddy? It was watchable and as good as the first film in the beginning but from the part where the protagonists get super powers in theirs dreams, it started to become childish. This sh*t should have been rated PG or PG-13 rather than R. I expected to see some very mature stuff but it was only for the 1/3 of the film. The rest are for little kids. Plus it's focused too much on Christianity. I know Freddy's a demon but there are many religions that have different ways to fight demons. Why does it always have to be Christianity? This is total Orientalism and filled with white men/westerner's superiority. Don't' watch this, show it to little kids who loves power rangers.",0,negative,0.85
25102,"Mike Brady (Michael Garfield who had a minuscule part in the classic ""The Warriors"") is the first person in the community to realize that there's murderous slugs in his small town. Not just any slugs, mind you, but carnivorous killer bigger then normal, mutated by toxic waste slugs (who still only go as fast as a normal slug, which isn't that frightening, but I digress). No one will believe him at first, but they will. Oh yes, they will.<br /><br />OK, killer slugs are right above psychotic sloths and right below Johnathon Winters as Mork's baby in the creepiness factor. So the absurdness of it all is quite apparent from the get go. The flick is fun somewhat through and is of the 'so bad that it's good' variety. I appreciate that they spelled out that this was Slugs: the Movie as opposed to Slugs: the Children's Game or Slugs: the Other White Meat. Probably not worthy of watching it more than once and promptly forgetting it except for playing a rather obscure trivia game. Director Juan Piquer Simón is more widely known for his previous films ""Pod People"" (which MST3K deservedly mocked) and ""Peices"" (which is quite possibly the funnest bad movie ever made) <br /><br />Eye Candy: Kari Rose shows T&A <br /><br />My Grade: D+ <br /><br />DVD Extras: Merely a theatrical trailer for this movie",0,neutral,0.85
16746,"or: It's a bird ? It's a plane ? No, look... It's a disaster ! or: No need to look up in the sky.<br /><br />or: (... OK, that's enough.) If singer tried to make a romantic titanic like movie to crash the box office record, he failed. The SR structure can't do this, the dark and restricted color scheme (I would call it ""wishi-washi""), the boring usual dialogs, the clown with advanced alien technology, the missing fun and magic, etc. makes the movie completely disappointing.<br /><br />It simply doesn't work.<br /><br />The main thing at a character like superman is, that he is a superhero. That's the core, the most important thing.<br /><br />Love trouble and a sadly lost depressive Supersoftie can maximal only be a facet in a 2:40 long Superman movie, not the whole time.<br /><br />Because then it is not a superman or superhero movie anymore. It's like a (and in this case a very bad and boring) social study, where every 30 minutes a person flies around.<br /><br />That's a big difference.<br /><br />This movie is a joke. Holy skywalker, this is Superman, so give us Supervillains, Superaction and the most important thing, Superfun.<br /><br />We want ENTERTAINMENT ! Singer, if you want to make a 2:40 long soul love trouble drama about lost and sadly people ? Then take normal human characters and make a yentl remake.<br /><br />They say: Superman returns. And then, supersadlysoftie stands in the door.<br /><br />Maybe singer has tried to kill the legend without kryptonite, but one bad movie can't do this. Don't give up, they plan a sequel...<br /><br />Next time singer (and Warner Brothers), make a superhero movie, not a depressive superlame soap, or let it be. A superhero movie means a colorful fantasy with a lot of fun and magic.<br /><br />This movie is like a very cheap chocolate box with a super cover. Yes, technically there are all sorts in, yes, there is a lot of small talks, there are a few jokes, a view action scenes, etc, but the only one what all these worse pieces have in common is their poor quality.<br /><br />It's not more than a super boring patchwork and one of the worst movies I have ever seen in my live.<br /><br />The ridiculous cast strategy (Cast them young as possible, so we can make sequels in the next 25 years) gives the rest. Kate Bosworth plays a 22 year old star reporter, she's looking like 19. Superman was full five years away, so he slept with her 6 years ago, so she was 16, (looking like 13) and a daily planet reporter, wroting ""I spend a night with superman"". Warner Brothers, that's too much.<br /><br />Routh is not so bad, he is playing a little bit wooden, but the whole movie is wooden, so... ?! Temporary good were marsden and sometimes posey. The rest, forget it. Even spacey, this is not his terrain.<br /><br />Reeve/Hackman/Kidder were acting so easy, with fun. What a difference.<br /><br />The Jesus poses at the end are ridiculous too. What the hell should that be ? The problem here is, they mean this serious, not as a joke. Next time Spiderman or Batman or Ironman falls and rises like Jesus or angels ? Or they speak with god directly. Why not ? They are superheroes, saving human lives every day. So at least one talk with god every week should be possible... Oh my god.<br /><br />Maybe this was not the real announced movie, instead it is from a bizarre dull parallel universe.<br /><br />For the warner brothers this superlame depressive flick will be possibly the greatest disaster in history. Not only because of the money.<br /><br />I understand how difficult it (maybe) was to create and transport some messages or feelings, but showing lone, lost and sadly people isn't new and thousands of movies or TV-Shows did it better, in very old or new ones like magnolia. And the flying frogs there were more impressive than this flying superwoman, sorry, superman of course.<br /><br />Singer and WB, that's simply nothing. In fact it's even more than nothing, it's like a black hole that destroys the passion for (comic/superhero) movies and steals us three hours of our life.<br /><br />Mrs. Smilla's little brother. (Very angry and green like the hulk.)",0,negative,0.95
3088,"1st watched 11/07/2004 - 1 out of 10(Dir-Jon Keeyes): Over-the-top rehash of 70's supposed horror flicks like Friday the 13th(versions 1 thru whatever). I can't think of much redeeming here except(or can I think of anything?)The story revolves around a bunch of stupid people listening to a radio program one year after some kids were slayed in the woods as an 'homage' to this, supposedly. But, lo and behold, one of the stupid people, have connections to the actual event because her sister was one of the ones murdered(again, how stupid is this that she would even be a part of this). Guess what? The murderer is at it again and we're tipped off from the very beginning who it is(so there goes any mystery whatsoever). And besides all this, where are the 'cops' and why doesn't someone call them. I can't believe this movie was financed by someone and made. You would think that by now the American people would be judged a little higher, at least in their movie-going experience, but not so by this filmmaker.",0,negative,0.95
41043,GREAT movie and the family will love it!! If kids are bored one day just pop the tape in and you'll be so glad you did!!!<br /><br />~~~Rube<br /><br />i luv raven-s!,1,positive,0.95
