Unnamed: 0,text,original_label,label_auto,confidence
41044,"Anything that might have been potentially interesting in this material is sunk in the first few seconds with a disclaimer that the events we're about to see can't ever be known and ""This is the whisper [rumor] most often told"" about one of Hollywood's most sensational ""mysteries.""<br /><br />Okay. So we're not getting anything new (and E!'s ""Mysteries & Scandals"" gives you a better foothold on the particular incident...and that's not much of an endorsement). What do we get?<br /><br />We learn that Hollywood is a nest of viper's and decadents. No big news there. More interesting we learn what a washed up director is willing to do to regain his position of power in the entertainment industry and/or political establishment. It raises the question of whether Peter Bogdanovich is speaking from his own experience through these characters. But what's told is so cynical and ugly and muddled, we're left feeling guilty for witnessing a bunch of hooey that passes itself off as history.<br /><br />The tone of the film has a curious madcap quality that I found more irritating than fun. We're not empathetic with anyone. And the great ""Citizen Kane"" polishes off the relationship between Davies and Hearts in a much more convincing way. In ""The Cat's Meow"" we're not ever sure of Davies motives for being with Hearst. As soon as we're told one thing, she's off doing the other.<br /><br />And are we to believe that Davies was the love of Chaplain's life? Or is he just trying to cockold one of America's most powerful--and apparently moronic--citizens. The film never makes it clear.<br /><br />What is convincing are the production values. There's a glorious recreation of the yacht and period costumes. I got more out of looking at the construction of some of the lapels on the men's jackets than following a story that libels many of the the most well-known personalities in Hollywood history. No one will remember that the screenplay is pure fiction. The disclaimers that frame the film only make it all the more tentative and unsatisfying.<br /><br />The performers can't be faulted, although Meg Tilly goes way past parody here. Kirsten Dunst never disappoints. She gives the most sincere performance in a sea of scenery chewing. Only Joanna Lumley rises above the material, but so much so that she seems to be distancing herself from the whole enterprise rather than narrating it. One of her first lines is, ""I'm not here!"" And I'm sure she wishes she wasn't.<br /><br />This isn't on par with Bogdanovich's trashy, so-bad-it's-good ""At Long Last Love."" It's perched on attempting something serious, but hesitates and stumbles chiefly because it's so full of bitterness towards ""the beast"" named Hollywood. This is ""National Enquirer"" filmmaking. And it not only soils the names of those who the film places on board the Oneida that weekend, but the audience gets pretty dirty as well.",0,negative,0.85
8623,"I thought this was an extremely bad movie. The whole time I was watching this movie I couldn't help but think over and over how bad it is, and how that was $3.69 down the drain. The plot was so jumpy. They did an excellent job at the beginning of explaining who dated who in high school, but they never really explained anything after that. Was it a supernatural thriller? Was it a regular thriller? Apparently you can decide for yourself, because they didn't see the need to explain. I understood basically what happened, I think. What I got confused about was all of it prior, what was the deal with the bloody noses, phone calls, etc.? Was this guy coming back? Was the wife channeling ""Carrie"" or something? Who knows? You certainly won't after watching this movie.",0,negative,0.95
28168,"I was a fan of Buffy and hoped it would come to a proper end when Angel got only one more season. But when the end came closer I was exited to see that. And what did we get? This episode called ""NOT FADE AWAY"" was the very last one.<br /><br />I was so disappointed by this episode. This is absolutely the worst way to this series. Why couldn't it get a happy ending? Why did have a few of the main characters to die? Why did Angel not become a human and was reunited with Buffy again? No. Angel has to sign this bloddy piece of paper that he'll never become a human. How stupid.<br /><br />And the end is a cliffhanger.<br /><br />What could have been worse? The Buffyshow began so great, such as Angel, but the hole Universe ended so crappy. Somebody should put a spell on the man who wrote the screenplay to this episode and make sure he get's lost in hell.<br /><br />So don't bother watching this, it's so bad, it hurts! Totally 1 out of 10.",0,negative,0.95
27273,"I've seen this movie about 6 times now. And each time I view it, I'm more impressed by the story and the acting. Its like watching a train wreck being set in motion. Its subtle in its approach, but very effective in reaching its goal. <br /><br />Spoilers-> At the center of the story is a very nice dichotomy. On the one hand we have Deputy major, Eddy Calhoun (Cusack) unknowingly tearing at the old boys network that forms the hart of major of New York's Administration and on the other hand we have the mob boss Zappati who's deliberately trying to maintain the status quo through all means necessary. This situation nicely culminates in the end when Zappati orders Alselmo to make it easy on himself by killing himself and Calhoun ordering Pappas to do the same, politically speaking.<br /><br />The movie also contains some really great one-liners such as (a personal weakness of mine): - You don't sum up a man's life in one moment - The only thing new in this world is the history you don't know<br /><br />All in all, a great movie that deserves a much higher rating.",1,positive,0.95
29057,"The critics were like ""a movie that will break your heart"" etc. So a friend of mine and I had great expectations when we decided to watch this movie.<br /><br />I'll make it short and leave it up to others to write about its content. This movie tries to touch you, to reach your heart. But it fails. At least for me. And for my friend, too.<br /><br />Everything that happened happened only on the screen. It was always THERE, not HERE, where I am. I thought most of the time ""hmm, something's happening on the screen, but it's only on the screen. It's not real.""<br /><br />Movies which succeeded MUCH better in touching me: East of Eden (1955), Terms of Endearment (1983), Jerry Maguire (1996), Babe (1995), Mies vailla menneisyyttä (2002)",0,negative,0.95
17070,"""More"" is yet another addition into the countless pile of 60's druggie, trippy junk. Avoid at all cost. Terrible acting, equally moribund script. The only thing to enjoy is Pink Floyd's wonderful soundtrack, which is too good for stereotypical waste like this.",0,negative,0.95
15521,"Okay, I haven't read the book yet but I have to say that the lead character was miscast. How can I say such a thing haven't read the book you ask? It's simple. As a viewer of this miniseries, I grew irritated by the mannerisms, gestures and look of the lead character, Fannie Price. It's one thing to be a good person but it's quite another to be a stick in the mud creature who disdains from looking anyone in the face or otherwise meeting their gaze. Apart from the overdone ""Susan B. Anthony"" profile, she seemed resolute in refusing to look at another person. The scene where Edmond is pouring his heart out to her, she is looking straight ahead the whole time, forcing him to do the same. As a result, it was just awkward and I just couldn't fathom anyone being in love with her let alone both Henry and Edmond. Many have said it was true to the book, if that is the case I find it hard to believe that Jane Austen would create such a character as her lead heroine. It's possible to create a character who has been put upon by others and succeeds in earning their trust and endearment but the portrayal of this character in this miniseries just didn't do it for me.",0,negative,0.85
39889,"I for one was actually expecting this movie to be pretty good, maybe my expectations were a bit to high, but the fact is I love Judd Nelson. In fact he is the only reason this movie is worth watching and really his role isn't all that great. The main highlights of this film are raunchy sex scenes and boring dialog. If those are the highlights I'm sure your getting a pretty good idea of what kind of film this is. There is definitely a reason this was a made for television film. Only see this one if you have nothing better to do on a Friday night or just like to waste money on video rentals. Save your time and rent The Breakfast Club!",0,negative,0.85
1550,"<br /><br />I saw The Glacier Fox in the theatre when I was nine years old - I bugged my parents to take me back three times. I began looking for it on video about five years ago, finally uncovering a copy on an online auction site, but I would love to see it either picked up by a new distributor and rereleased (I understand the original video run was small), or have the rights purchased by The Family Channel, Disney, etc. and shown regularly. It is a fascinating film that draws you into the story of the life struggle of a family of foxes in northern Japan, narrated by a wise old tree. The excellent soundtrack compliments the film well. It would be a good seller today, better than many of the weak offerings to children's movies today.",1,positive,0.95
613,"This movie is ridiculous. It's attempting to be a comedy but the screenplay is horrible. The whole movie is done in low light and you cant grasp the fact that it's a comedy. Truly is bad cinematography. You really have to sit there and watch it to realize there's a few jokes here and there going on but either way they're all inside jokes amongst themselves. This is more like a wannabe drama flick that went bad. It really is a very pointless movie.Their expressions reveal nothing but dismay and disaster which turns out that way anyway. Unless you want to be bored out of your ass, I suggest you stay away from this gag of a movie.",0,negative,0.95
23450,"Savage Island's raw savagery will scare the hell out of you! Trust me.<br /><br />When the boy of the estranged Savage Family is run over by some city slicker tourists, Pa Savage wants revenge, and he'll stop at nothing until he gets it.<br /><br />This is a real horror film with some truly wonderful horror moments.<br /><br />Also, the negative review clearly comes from someone who lacks proper knowledge of film. The filmmakers chose the lighting and camera-work in order to reflect the dark, murky, and egdy mood of the story; in other words, to obtain a certain aesthetic. <br /><br />In fact, the film has won SEVERAL horror film festival awards.",1,positive,0.85
35483,"""Addictive"" is an adjective I've heard many times when talking of certain TV shows. Most recently, dramas like Lost, Heroes and Prison Break have earned that description. However, as compelling as they may be (and they really are) I can wait a few days before I see the next episode of either series, even Prison Break which some have lazily classified as ""the new 24"". With all due respect, there can be no such thing, and for a good reason: no other silver-screen thriller is based on a real-time structure. That's what sets 24 apart from any other show, and that's why I practically have to watch an entire season (on DVD) in seven days or less: once the frickin' clock starts ticking, it's impossible to tune out.<br /><br />An episode whose events unfolded over the course of a single day was a trademark of NYPD Blue (and, more recently, Deadwood); having an entire season of a new series last 24 hours, one per ep (the actual running time is 41 minutes; the remaining 19 are occupied by commercials when the show airs on telly), was the most groundbreaking idea in mainstream television since Hill Street Blues introduced non-linear storytelling (a mandatory element nowadays). And it truly paid off.<br /><br />Ironically enough, the original plan for the series was to make it revolve around a wedding (fortunately, creators Joel Surnow and Robert Cochran realized the format was more suitable for a conspiracy thriller), which is probably the reason the first glimpse we get of the hero suggests a cheerful atmosphere: looking extremely relaxed, Jack Bauer (Kiefer Sutherland) is enjoying a game of chess with his daughter Kimberly (Elisha Cuthbert) and, minutes later, being tender with Teri (Leslie Hope), the wife with whom he has just reconciled. As in The Sopranos, though, something unexpected and shocking is just behind the corner: not only has Kim snuck out of her room, Jack also receives a phone call urging him to get to work immediately. At midnight? I'm afraid so: Bauer is a CTU (Counter Terrorist Unit) agent, and his boss has acquired reliable intel about a possible hit on the life of David Palmer (Dennis Haysbert), an African-American Presidential candidate who will be in Los Angeles for the whole day (oh, right, I almost forgot: events occur on the day of the California Presidential Primary). No time for napping, then: Jack has to spend the next 24 hours working on the case. Unfortunately, he has a tendency to ignore protocol, and that doesn't sit well with George Mason (Xander Berkeley), a slimy man from Division who has been asked to interfere with the operation.<br /><br />The plot is very dense, making the show hard to recommend for those with a short attention span, but anyone willing to take a look will be rewarded instantly: the writing is sharp and precise, the attention to detail unsurpassed, and the suspense is consistently sky-high, mainly thanks to the real-time trickery which considerably enhances the adrenaline level.<br /><br />Another great quality of this pilot is the characterization: most genre shows (sci-fi and thriller) tend to simply introduce the key players and then define them later on (a textbook example is CSI, where character development is minimal, but then again that matches the show's unique style), whereas the series debut of 24 offers a rich array of fully rounded people, among whom Jack (Sutherland's best role - ever!) and Palmer (the real revelation of the show) stand out for being perfectly described after one episode only (the former divided between job and family, reckless but humane, the latter honorable and endowed with great integrity). A couple of supporting parts border on stereotype (Mason and Tony Almeida especially), but two factors ought to be taken into account: a) this is the first episode; b) there's so much going on most viewers won't even complain about a ""flaw"" or two. After all, how many network programs manage to begin with a conspiracy, a missing teenager AND a huge explosion - and still have equally satisfying material for the rest of the season?<br /><br />Tick, tock, tick, tock...",1,neutral,0.85
32634,"""Distant"" is a slice-of-Turkish-life flick which follows the mundane activities of two adult male cousins; one a photographer and the other an unemployed underachiever. There's little doubt that auteur Nuri Bilge Ceylan is a work in progress with considerable talent. However, this little foreign minimalistic arty dramady is so full of empty filler and so devoid of story or anything engaging or provocative that it will likely appeal to only the most avid devotees of cinema and mainstream audiences should look elsewhere. I personally grew quickly bored with the slow pace of the film and found myself fast-forwarding through the empty spaces - and there are many - between dialogue, plot development, and denouement. ""Distant"" is a very nicely done bit of esoterica. (B-)",1,negative,0.85
32107,"Man On Fire tells a story of an ex-special forces guy with a drinking problem who accepts a job as a personal bodyguard of a little girl in Mexico during the wave of kidnappings for ransom. At first he's not to friendly, but then they befriend with each other, he decides to stop drinking etc., etc... then one day she gets kidnapped... and killed...<br /><br />And HE, won't stop at anything to get the revenge.<br /><br />That's basically the story of Man On Fire but expect some big twists at least a few times including the ending which is beautiful and will probably make you cry.<br /><br />That's also because of the great music Harry-Gregson Williams with Lisa Gerrard (Gladiator) composed.<br /><br />But the strongest part of the movie... wait... the thing is, everything here is perfect.<br /><br />First - acting. Denzel Washington is at his best, Mickey Rourke and Christopher Walken good as always, great Radtha Mitchell and AMAZING young Dakota Fanning. And that's not the end of the list...<br /><br />Then come the cinematography which is dazzling and along with superb editing, should have won an Oscar for sure.<br /><br />The story is... not just a revenge movie. The story is intelligent, the story makes you think... and is pure beautiful. Really.<br /><br />This is one of those movies you need to see in your lifetime, at least once!",1,neutral,0.7
41071,"**Warning - this review may contain spoilers ** <br /><br />The idea behind the character of Danny (Jet Li) is a good one - young boy is taken by hoodlum and raised to behave like a vicious pitbull, controlled mainly by whether his collar is on or off his neck.<br /><br />However, the writer did not know how to deliver this idea within the constraints of believability.<br /><br />He has Danny meeting a blind pianist, Sam (Morgan Freeman), who has to be the most trusting fool a man ever was - along with his nit-wit, endlessly babbling, rather unattractive step-daughter, Victoria (Kerry Condon). I was stunned, by the way, when I learned Victoria was supposed to be 18 - she looked 25 or 30 to me.<br /><br />Amazingly there is no romance between Danny and Victoria.<br /><br />When Danny turns up again, wounded, what does Sam do but take him straight home. Danny is out for 2 days, but do these nit-wits take him to a hospital? Nooooo. I don't know if they even called in a doctor.<br /><br />Now Danny is obviously not a mentally stable person, this is apparent from the get-go, yet Sam takes him into his home, where both he and his step-daughter could have been seriously harmed or even killed by this rather strange, young man.<br /><br />Why Morgan Freeman took this insipid role in this asinine film I can't even begin to guess. Surely Mr. Freeman is not that desperate for a paycheck.<br /><br />Then we have Bob Hoskins as Bart, the gangster who ""owns"" Danny - now you talk about a son of a gun that's hard to kill. The car Bart is in gets riddled with bullets that would have rivaled Bonnie and Clyde's demise. We think he's dead, but no.<br /><br />Then we have another car accident - and yet again, ol' Bart escapes unscathed.<br /><br />In addition to that, we also have Danny fighting half a dozen tough guys at a time, plus a scene where Danny has decided he doesn't want to fight any more. I don't care how much a person doesn't want to fight, when it is down to the wire of you fight or you die, I think anyone would fight.<br /><br />As I said in the subject heading - this film is about 40 miles outside the boundary of reality as we have come to know it. It's not just a case of suspending belief - it's completely beyond that.<br /><br />Furthermore I never did understand why Danny's mother who turns out to be a nice lady, rather than the prostitute Bart claimed she is, became mixed up with Bart and his gang and got shot. Maybe that was my fault, I got distracted right about the time that scene came on--but it seemed highly unlikely she and Bart would have ever crossed paths.<br /><br />4 stars out of 10 - and that's being generous.",0,negative,0.85
31135,"I'm a huge Zack Allan fan and was disappointed that he only got one scene in the movie. This was also my favourite scene where he confiscates a character's weapons and directs her to Down Below. Unfortunately unlike Thirdspace & River of Souls, most of the action took place off station. I didn't care much for Garibaldi after the first three seasons and think Sheridan is okay but no Sinclair. I like Lochley but she only had limited screen time. If you like Crusade or space battles you should enjoy it. Personally I can only give it 1/10.",0,neutral,0.75
28512,"The premise may seem goofy, but since Murphy's character doesn't take it seriously, it helps ease the audience into this mix of mysticism and modern-day hard-boiled child abduction. Excellent cast, particularly Charles Dance and Charlotte Lewis, and Murphy is at the height of his 80's peak in comedy/action. There's also some great F/X, a very surreal dream sequence, and a fairly original plot. Often overlooked in the pantheon of Murphy flicks, but this one is worth a look.",1,positive,0.95
34599,"After Harry Reems' teenage girlfriend is raped by Zebbedy Colt (The Night-Walker), Reems becomes despondent and consoles himself by having sex with some lesbians. Meanwhile, Colt, who carries a cane and dresses like a magician, rapes some more women. Eventually, Reems decides to track him down and end his crime spree. Despite being shot on film and marginally nasty, it looks like any other 70's porno and is ineptly executed. The rape/abuse scenes are surprisingly restrained and the attempt to cash in on ""Death Wish"" is laughable. R. Bolla (""Cannibal Holocaust"") plays a cop. Colt, who is usually over-the-top, wigs out in a couple of scenes, but he's too well behaved for my money. This roughie could have been much rougher.",0,negative,0.85
46272,"Maybe I expected too much of this film, but at the very least a comedy should be funny, and this one has very few amusing moments. It manages to be insulting to homosexuals, heterosexuals, women, the obese, and probably several other groups as well. The scene at graduation where _everyone_ claims to be gay is one of the most distasteful I have ever seen.<br /><br />Tom Selleck and Matt Dillon are ridiculously miscast and Kevin Kline seems bemused most of the time.<br /><br />Other reviewers compare the film to ""Will and Grace"", but at least ""Will and Grace"" _is_ funny.",0,negative,0.95
17181,"I've always been a fan of Chuck Norris for what he's accomplished and his movies. For while I had been meaning to watch this film, but for whatever reason didn't have chance. Apparently I didn't miss much. This has to be one of Chuck's worst films. So this trucker, Billy Dawes (Augenstein) is given the chance to make his delivery, but on the way he is detoured and forced into a jerkwater town where a foolish local corrupt Judge Trimmings (Murdock) who runs the whole town, has him arrested and phony charges brought up on him. He denies the charges and makes a run for it. The local hick cops beat him and he disappears. But now his brother JD John Dawes (Norris) another trucker goes looking for him. He soon finds that the town is run buy the loser judge and that his brother is nowhere to be found. Not long after he begins to beat off just about everyone in town. In the meantime the female of the film calls on local truckers on a CB radio, and they all come rushing into town demolishing it. LOL with there big rigs. Eventually Norris finds his brother and beats off more thugs.<br /><br />This movie was pretty bad. It actually starts off OK and you feel great when Norris starts to smash some of these local corrupt cops, because there such losers. But there is virtually no story, the acting is bad, and the ending ..well it doesn't really have one. The Judge has his house rammed into by a big rig and you never know what happens. Does he live? Norris never even gets to trash him. In the meantime Norris takes on some thug cop at the end. Who cares? Norris also manages to take on everyone in town, gets his hand broken and shot in the side and goes on to keep fighting. Come on! This movie was apparently made to cash in on the CB craze of the time, why there was one is beyond me. They barley even use the CB's in the movie. Adding to this, the movie near the end seems to drag on and you wonder why it's not over yet. This movie is bad, but if you're bored and need something to watch it will pass the time. As far as Norris he went on to make much better films than this. 3 out of 10.",0,negative,0.85
